timestamp,open,high,low,close,volume,trade_count,notional
1753635428,0.2375,0.23754,0.23738,0.23747,137445.0,145,32638.16
1753635429,0.23738,0.2375,0.23731,0.23741,279195.0,180,66271.73
1753635430,0.23732,0.23746,0.23731,0.23736,64030.0,407,15198.75
1753635431,0.23743,0.2375,0.23733,0.2375,401595.0,764,95346.25
1753635432,0.2374,0.23755,0.2374,0.23744,26793.0,70,6362.16
1753635433,0.23752,0.23767,0.23742,0.23756,301016.0,226,71503.58
1753635434,0.23755,0.23771,0.23752,0.23756,110332.0,104,26210.87
1753635435,0.23756,0.2377,0.23755,0.2377,74397.0,57,17675.49
1753635436,0.23758,0.23769,0.23751,0.23751,638921.0,105,151757.49
1753635437,0.23763,0.23768,0.23751,0.23754,264454.0,122,62824.93
1753635438,0.23754,0.23767,0.2375,0.23751,322508.0,97,76612.6
1753635439,0.2376,0.23764,0.23748,0.23761,218682.0,74,51940.16
1753635440,0.23756,0.23761,0.23744,0.23745,42607.0,65,10118.46
1753635441,0.23758,0.23761,0.23743,0.23751,250225.0,86,59449.65
1753635442,0.23744,0.23756,0.23744,0.23755,2671.0,6,634.4
1753635443,0.23756,0.23756,0.2374,0.2375,275883.0,78,65518.21
1753635444,0.23749,0.23751,0.23736,0.23749,178033.0,127,42273.45
1753635445,0.23736,0.23749,0.23734,0.23737,237241.0,168,56312.92
1753635446,0.23743,0.23753,0.23737,0.2375,133133.0,69,31606.78
1753635447,0.23745,0.23751,0.23737,0.2375,69444.0,30,16487.14
1753635448,0.23748,0.23749,0.23736,0.23736,170622.0,76,40509.29
1753635449,0.23736,0.23751,0.23735,0.23736,369653.0,1091,87753.46
1753635450,0.23737,0.23754,0.23736,0.23745,250724.0,73,59534.43
1753635451,0.23737,0.2375,0.23736,0.23737,93336.0,61,22164.73
1753635452,0.23737,0.2375,0.23736,0.23737,57909.0,55,13751.84
1753635453,0.23744,0.23752,0.23744,0.2375,3770.0,16,895.26
1753635454,0.23736,0.23751,0.23736,0.23745,84210.0,13,19989.36
1753635455,0.23737,0.23751,0.23736,0.23737,142032.0,20,33713.57
1753635456,0.23745,0.2375,0.23736,0.23736,204423.0,86,48533.02
1753635457,0.23743,0.23746,0.23732,0.23732,88672.0,88,21048.75
1753635458,0.23739,0.23743,0.2373,0.2373,357077.0,173,84745.92
1753635459,0.2373,0.23741,0.23726,0.23737,175968.0,132,41763.69
1753635460,0.23727,0.23737,0.23724,0.23736,150438.0,123,35695.52
1753635461,0.23724,0.23735,0.23722,0.23731,366141.0,245,86865.45
1753635462,0.23731,0.23799,0.23715,0.23727,3526280.0,464,836486.37
1753635463,0.23714,0.23726,0.23708,0.23716,345133.0,471,81842.89
1753635464,0.23709,0.23716,0.23702,0.23715,889340.0,239,210814.23
1753635465,0.23708,0.23715,0.23701,0.23701,444521.0,241,105382.8
1753635466,0.23701,0.23712,0.237,0.2371,1016551.0,157,240929.6
1753635467,0.237,0.2372,0.23696,0.23719,814365.0,228,193034.94
1753635468,0.23707,0.2372,0.23703,0.23711,251534.0,124,59635.02
1753635469,0.23703,0.23716,0.237,0.23712,126427.0,73,29967.08
1753635470,0.23701,0.23714,0.23696,0.23696,185970.0,1167,44072.99
1753635471,0.23695,0.23708,0.23695,0.23698,94790.0,38,22462.99
1753635472,0.23703,0.23707,0.23695,0.23703,132591.0,264,31426.61
1753635473,0.23706,0.2371,0.23695,0.2371,593612.0,353,140697.65
1753635474,0.23706,0.23717,0.23698,0.23716,897144.0,224,212636.36
1753635475,0.23704,0.23717,0.23703,0.23711,74520.0,39,17667.7
1753635476,0.23703,0.23723,0.23703,0.23723,244052.0,121,57876.06
1753635477,0.23711,0.23727,0.23711,0.23719,247447.0,113,58686.14
1753635478,0.2372,0.23737,0.23715,0.23737,566826.0,160,134464.69
1753635479,0.23728,0.23737,0.23722,0.23723,236568.0,60,56138.26
1753635480,0.23723,0.2374,0.23721,0.23722,241285.0,148,57248.01
1753635481,0.23729,0.23738,0.23717,0.23728,635918.0,256,150854.73
1753635482,0.23736,0.23753,0.23728,0.23741,845186.0,409,200655.15
1753635483,0.2374,0.23756,0.23737,0.23756,275617.0,108,65439.44
1753635484,0.23756,0.2376,0.23744,0.23745,146019.0,115,34680.39
1753635485,0.23746,0.2376,0.23746,0.23748,367334.0,85,87243.36
1753635486,0.23758,0.23765,0.23747,0.23747,1239846.0,258,294520.52
1753635487,0.2375,0.23766,0.23749,0.23758,212158.0,101,50390.94
1753635488,0.23752,0.23764,0.23748,0.23761,186539.0,106,44308.28
1753635489,0.23749,0.2376,0.23746,0.23746,112534.0,59,26725.31
1753635490,0.23745,0.23757,0.23743,0.23746,217095.0,94,51550.17
1753635491,0.23746,0.23762,0.23746,0.23762,475691.0,155,113007.95
1753635492,0.23752,0.23768,0.23752,0.23763,271197.0,1144,64431.96
1753635493,0.23757,0.23769,0.23757,0.23759,56985.0,60,13538.62
1753635494,0.23759,0.2377,0.23758,0.23762,137393.0,78,32648.3
1753635495,0.23768,0.23775,0.23762,0.2377,797424.0,172,189505.92
1753635496,0.23775,0.23777,0.23765,0.23767,227097.0,71,53974.59
1753635497,0.23766,0.23777,0.23766,0.23766,116529.0,41,27697.22
1753635498,0.23772,0.23774,0.23757,0.23757,162095.0,108,38523.46
1753635499,0.23769,0.23775,0.23758,0.2377,386418.0,100,91830.3
1753635500,0.23762,0.23778,0.23762,0.23772,393619.0,74,93584.99
1753635501,0.23762,0.23779,0.23762,0.23765,80977.0,76,19246.68
1753635502,0.23766,0.23777,0.23764,0.23776,212793.0,38,50578.64
1753635503,0.23765,0.2378,0.23764,0.23764,175988.0,56,41845.44
1753635504,0.23765,0.2378,0.23765,0.23779,100375.0,35,23857.53
1753635505,0.23765,0.23778,0.23765,0.23766,44965.0,20,10687.13
1753635506,0.23766,0.23779,0.23765,0.23778,13151.0,18,3126.77
1753635507,0.23773,0.23779,0.23766,0.23777,259774.0,58,61741.97
1753635508,0.23767,0.23779,0.23765,0.23773,91093.0,32,21655.12
1753635509,0.23766,0.23782,0.23766,0.23782,434996.0,193,103407.66
1753635510,0.23772,0.2379,0.23772,0.23778,367215.0,181,87311.19
1753635512,0.23785,0.23789,0.23775,0.23789,86701.0,52,20618.28
1753635513,0.23774,0.23789,0.23773,0.23775,66516.0,76,15818.2
1753635514,0.23778,0.23793,0.23777,0.23784,455331.0,177,108285.61
1753635515,0.23791,0.23793,0.23779,0.2378,29072.0,25,6915.15
1753635516,0.2378,0.23795,0.2378,0.23795,64924.0,38,15439.36
1753635517,0.23789,0.23791,0.23781,0.23782,39740.0,34,9451.39
1753635518,0.23783,0.23801,0.23782,0.23798,222342.0,194,52900.39
1753635519,0.23784,0.23798,0.23784,0.23786,651833.0,101,155046.1
1753635520,0.23794,0.23807,0.23787,0.23805,235138.0,157,55942.82
1753635521,0.2379,0.23805,0.23782,0.23792,420277.0,170,99989.07
1753635522,0.23782,0.23794,0.23779,0.23791,169553.0,74,40324.86
1753635523,0.23776,0.23789,0.23774,0.23786,289128.0,76,68743.04
1753635524,0.23775,0.23786,0.23768,0.23771,559615.0,142,133042.79
1753635525,0.23769,0.2378,0.23765,0.23778,139630.0,62,33188.08
1753635526,0.23765,0.23777,0.23763,0.23774,105703.0,50,25121.34
1753635527,0.23772,0.23774,0.23761,0.23773,53812.0,29,12787.53
1753635528,0.23762,0.23774,0.23761,0.23762,75540.0,56,17952.04
1753635529,0.23768,0.23773,0.23762,0.23771,133542.0,1037,31734.27
1753635530,0.23763,0.23779,0.23763,0.23767,113337.0,70,26942.37
1753635531,0.23767,0.23779,0.2376,0.23772,143111.0,168,34013.09
1753635532,0.23772,0.23775,0.23761,0.23763,63364.0,14,15058.72
1753635533,0.23775,0.23776,0.23762,0.23762,12034.0,27,2860.22
1753635534,0.23762,0.23774,0.23762,0.2377,250782.0,58,59596.1
1753635535,0.23764,0.23773,0.23762,0.23773,103370.0,17,24563.93
1753635536,0.23762,0.23771,0.23755,0.23756,116451.0,163,27672.15
1753635537,0.23765,0.23767,0.23752,0.23767,176398.0,145,41903.28
1753635538,0.23754,0.23766,0.23753,0.23766,80033.0,14,19017.75
1753635539,0.23753,0.23769,0.23753,0.23768,167371.0,33,39762.74
1753635540,0.23756,0.23772,0.23754,0.23764,167198.0,159,39724.9
1753635541,0.23753,0.23763,0.23743,0.23748,596851.0,309,141743.08
1753635542,0.23747,0.2377,0.23747,0.2377,144684.0,151,34375.0
1753635543,0.23758,0.23769,0.23746,0.23757,1346189.0,317,319771.92
1753635544,0.23747,0.23758,0.23747,0.23748,70498.0,27,16741.33
1753635545,0.23757,0.23757,0.23747,0.23753,217412.0,181,51637.5
1753635546,0.23753,0.23755,0.23741,0.23745,577021.0,140,137008.73
1753635547,0.23744,0.23752,0.23742,0.23749,28123.0,10,6677.49
1753635548,0.23742,0.23752,0.23742,0.23743,307152.0,82,72933.51
1753635549,0.23743,0.23752,0.23741,0.2375,85442.0,123,20288.15
1753635550,0.23741,0.2375,0.23741,0.23741,122890.0,49,29179.39
1753635551,0.23749,0.2375,0.2374,0.2374,1034248.0,145,245567.55
1753635552,0.23748,0.23752,0.23739,0.23752,192822.0,97,45785.13
1753635553,0.23751,0.23763,0.23745,0.23753,269845.0,175,64105.14
1753635554,0.23762,0.23762,0.23749,0.23752,228367.0,46,54243.46
1753635555,0.23752,0.23762,0.23752,0.2376,183413.0,58,43565.65
1753635556,0.23754,0.23762,0.23753,0.23753,255.0,12,60.58
1753635557,0.23754,0.23762,0.23752,0.23761,107140.0,46,25452.55
1753635558,0.23761,0.23762,0.23753,0.23761,181660.0,78,43154.53
1753635559,0.23756,0.23766,0.23756,0.23766,48018.0,57,11408.66
1753635560,0.23765,0.23765,0.23755,0.23762,440173.0,131,104581.48
1753635561,0.23755,0.23768,0.23754,0.23766,280009.0,119,66518.44
1753635562,0.23761,0.2377,0.2376,0.2377,8707.0,8,2069.05
1753635563,0.23766,0.23769,0.23754,0.23756,142443.0,56,33840.52
1753635564,0.23763,0.23765,0.23753,0.23753,16156.0,31,3838.43
1753635565,0.23752,0.23761,0.23752,0.2376,163176.0,47,38758.58
1753635566,0.23761,0.23766,0.2375,0.2376,371321.0,103,88236.21
1753635567,0.23759,0.23759,0.23746,0.23753,67611.0,66,16058.77
1753635568,0.23747,0.23757,0.23747,0.23757,16439.0,9,3905.12
1753635569,0.23757,0.23757,0.2374,0.2374,460682.0,171,109394.18
1753635570,0.23739,0.23754,0.23737,0.23754,239483.0,137,56862.26
1753635571,0.23754,0.2376,0.23748,0.2376,296001.0,79,70303.2
1753635572,0.23749,0.23755,0.23739,0.23739,127859.0,91,30358.36
1753635573,0.23739,0.23749,0.23739,0.23739,37727.0,23,8956.03
1753635574,0.23738,0.23751,0.23738,0.23751,62391.0,53,14814.96
1753635575,0.23751,0.23759,0.23744,0.23757,232632.0,109,55250.16
1753635576,0.23757,0.23767,0.23753,0.23764,401625.0,162,95421.12
1753635577,0.23759,0.23779,0.23759,0.23768,302565.0,169,71900.45
1753635578,0.23768,0.23776,0.23768,0.23776,125929.0,47,29932.19
1753635579,0.23769,0.23776,0.23768,0.23776,176743.0,60,42010.1
1753635580,0.23776,0.2378,0.2377,0.2378,418872.0,84,99574.22
1753635581,0.23781,0.23781,0.23781,0.23781,2560.0,2,608.79
1753635582,0.23772,0.23781,0.23768,0.23777,130987.0,68,31138.79
1753635583,0.23768,0.2378,0.23768,0.23778,93585.0,58,22247.27
1753635584,0.23782,0.23785,0.23772,0.23785,247852.0,95,58928.25
1753635585,0.23776,0.23791,0.23776,0.23777,222745.0,86,52988.07
1753635586,0.23777,0.23789,0.23777,0.23786,47194.0,54,11222.44
1753635587,0.23777,0.23787,0.23777,0.23785,92711.0,28,22045.99
1753635588,0.23785,0.23789,0.23775,0.23775,32779.0,31,7794.42
1753635589,0.23786,0.23786,0.23776,0.23776,25289.0,27,6013.53
1753635590,0.23776,0.23787,0.23776,0.23787,56677.0,34,13477.44
1753635591,0.23785,0.23787,0.23779,0.23787,16305.0,16,3878.3
1753635592,0.23779,0.23794,0.23779,0.23783,77961.0,111,18540.72
1753635593,0.23794,0.23796,0.23784,0.23793,37945.0,59,9026.01
1753635594,0.23794,0.23803,0.23787,0.23803,205484.0,156,48882.17
1753635595,0.23793,0.23804,0.23792,0.23792,32979.0,22,7849.13
1753635596,0.23793,0.23804,0.23791,0.23791,33764.0,30,8034.05
1753635597,0.23791,0.23802,0.2379,0.23799,53338.0,21,12690.87
1753635598,0.23791,0.23801,0.23791,0.23791,23402.0,15,5568.3
1753635599,0.23791,0.23807,0.23791,0.23799,349521.0,87,83195.36
1753635600,0.23799,0.23811,0.2379,0.23811,1107899.0,378,263654.38
1753635601,0.23796,0.23812,0.23791,0.23802,282939.0,151,67341.1
1753635602,0.23792,0.23803,0.2378,0.23781,99549.0,158,23685.51
1753635603,0.23781,0.23793,0.2378,0.23781,93305.0,45,22189.03
1753635604,0.23782,0.23796,0.23782,0.23793,164225.0,58,39060.7
1753635605,0.23794,0.23803,0.23786,0.23802,120711.0,83,28717.04
1753635606,0.23792,0.23803,0.23778,0.23786,378286.0,188,89977.06
1753635607,0.23786,0.23786,0.2377,0.23771,98250.0,122,23361.73
1753635608,0.2378,0.2378,0.23767,0.23767,191823.0,54,45595.83
1753635609,0.23768,0.23781,0.23768,0.23779,129589.0,45,30802.55
1753635610,0.2378,0.2378,0.23763,0.23772,289029.0,179,68706.86
1753635611,0.23762,0.23776,0.23762,0.23773,156687.0,80,37240.33
1753635612,0.23767,0.23779,0.23766,0.23767,14040.0,21,3337.81
1753635613,0.23767,0.23781,0.23766,0.23776,210975.0,97,50157.03
1753635614,0.23769,0.23782,0.23769,0.23773,59614.0,61,14173.45
1753635615,0.23772,0.23782,0.23766,0.23766,524450.0,99,124652.46
1753635616,0.23765,0.23778,0.23763,0.23775,65939.0,63,15670.28
1753635617,0.23774,0.23775,0.23762,0.23773,216218.0,50,51383.98
1753635618,0.23765,0.23775,0.23755,0.23764,214280.0,200,50914.42
1753635619,0.23767,0.23772,0.23756,0.23756,168042.0,42,39943.82
1753635620,0.23764,0.23767,0.23754,0.23764,194716.0,54,46254.18
1753635621,0.23763,0.23765,0.23753,0.23755,96214.0,45,22856.05
1753635622,0.23766,0.23769,0.23755,0.23764,164794.0,68,39148.39
1753635623,0.23764,0.2377,0.23754,0.23766,62170.0,56,14771.32
1753635624,0.23763,0.23766,0.23756,0.23758,62004.0,29,14730.22
1753635625,0.23757,0.23766,0.23753,0.23757,75990.0,64,18052.64
1753635626,0.23757,0.23767,0.23752,0.23752,61329.0,46,14569.9
1753635627,0.23763,0.23763,0.23749,0.23759,290516.0,110,69000.67
1753635628,0.23748,0.23758,0.23745,0.23753,43061.0,77,10226.86
1753635629,0.23745,0.23759,0.23745,0.23754,76272.0,53,18114.36
1753635631,0.23749,0.23757,0.2374,0.23756,353787.0,183,84010.63
1753635632,0.23748,0.23765,0.23747,0.23756,51485.0,50,12228.05
1753635633,0.23748,0.23757,0.23745,0.23755,551212.0,84,130913.2
1753635634,0.23751,0.23762,0.23751,0.23759,55233.0,75,13121.31
1753635635,0.23758,0.2376,0.23744,0.23751,161929.0,95,38454.18
1753635636,0.23749,0.23757,0.23744,0.23752,11915.0,35,2829.75
1753635637,0.23746,0.23765,0.23743,0.2375,1533078.0,229,364245.52
1753635638,0.23794,0.23794,0.2375,0.23751,70671.0,60,16788.1
1753635639,0.23761,0.23765,0.23747,0.23756,182797.0,113,43422.0
1753635640,0.23754,0.23754,0.2373,0.23738,282042.0,376,66963.26
1753635641,0.23739,0.23745,0.23726,0.23726,708654.0,346,168202.25
1753635642,0.23726,0.23734,0.23723,0.23724,242111.0,71,57441.82
1753635643,0.23723,0.23734,0.23723,0.23725,94741.0,37,22480.89
1753635644,0.23726,0.23735,0.23723,0.23735,95258.0,34,22602.08
1753635645,0.23725,0.23743,0.23724,0.23733,504202.0,170,119662.38
1753635646,0.23742,0.23743,0.2373,0.2373,45608.0,39,10824.14
1753635647,0.23738,0.23741,0.23729,0.23741,166224.0,100,39453.96
1753635648,0.23742,0.23742,0.23733,0.23742,320867.0,74,76171.4
1753635649,0.23741,0.23741,0.23725,0.23725,292159.0,98,69334.01
1753635650,0.23736,0.23736,0.23724,0.23724,45662.0,55,10833.52
1753635651,0.23725,0.23735,0.23725,0.23727,204701.0,59,48567.22
1753635652,0.23735,0.23737,0.23723,0.23734,190280.0,110,45150.36
1753635653,0.23732,0.2374,0.23726,0.2374,800037.0,220,189901.7
1753635654,0.23739,0.2374,0.23724,0.23735,90184.0,115,21401.9
1753635655,0.23732,0.23733,0.23723,0.23723,26798.0,25,6357.75
1753635656,0.23723,0.23733,0.23723,0.23724,48724.0,35,11560.46
1753635657,0.23732,0.23732,0.2372,0.2372,142583.0,101,33826.49
1753635658,0.2372,0.23729,0.2372,0.23721,115586.0,44,27419.95
1753635659,0.2372,0.2373,0.2372,0.23729,117084.0,47,27779.48
1753635660,0.23723,0.23739,0.23723,0.23733,302339.0,254,71751.73
1753635661,0.23726,0.23738,0.23725,0.23735,352383.0,121,83618.22
1753635662,0.23726,0.23727,0.23726,0.23727,95.0,3,22.54
1753635663,0.23727,0.23738,0.23727,0.23729,59434.0,43,14105.28
1753635664,0.23729,0.23741,0.23729,0.2374,346553.0,118,82247.51
1753635665,0.23742,0.23743,0.23729,0.23743,1203821.0,188,285707.44
1753635666,0.23736,0.23751,0.23735,0.23742,274008.0,176,65056.11
1753635667,0.2375,0.23751,0.23737,0.2375,77874.0,105,18491.39
1753635668,0.23747,0.2375,0.23735,0.23744,70394.0,73,16714.66
1753635669,0.23735,0.23745,0.23731,0.23731,129914.0,88,30835.9
1753635670,0.23739,0.23754,0.23731,0.23753,1051219.0,260,249594.09
1753635671,0.23746,0.23787,0.23746,0.2375,80021.0,99,19006.21
1753635672,0.23751,0.23757,0.23747,0.23747,62046.0,39,14736.59
1753635673,0.23747,0.23756,0.23746,0.23755,40529.0,38,9626.01
1753635674,0.23747,0.23754,0.23742,0.23752,314941.0,80,74782.19
1753635675,0.23752,0.23752,0.23739,0.23748,76106.0,59,18072.07
1753635676,0.23747,0.23747,0.23738,0.2374,245503.0,85,58288.25
1753635677,0.23739,0.23746,0.2372,0.23728,388034.0,342,92090.77
1753635678,0.23726,0.23733,0.23719,0.23732,355387.0,112,84313.34
1753635679,0.23724,0.23735,0.23724,0.23735,56368.0,57,13377.98
1753635680,0.23735,0.23742,0.23727,0.23742,298389.0,126,70809.32
1753635681,0.23741,0.23743,0.23719,0.23728,481219.0,225,114187.23
1753635682,0.23719,0.23727,0.23709,0.23718,533986.0,306,126644.4
1753635683,0.2371,0.2372,0.23704,0.23704,130453.0,152,30928.59
1753635684,0.23704,0.23727,0.23704,0.23721,258118.0,198,61210.19
1753635685,0.23711,0.23735,0.23711,0.23721,525232.0,174,124609.55
1753635686,0.2372,0.23731,0.2372,0.23731,202432.0,53,48018.55
1753635687,0.23728,0.23739,0.23722,0.23737,149845.0,113,35553.07
1753635688,0.23738,0.2374,0.2372,0.23731,84347.0,115,20016.4
1753635689,0.23719,0.23738,0.23719,0.23738,77083.0,91,18289.12
1753635690,0.23729,0.23738,0.23727,0.23738,21227.0,51,5036.97
1753635691,0.23738,0.23746,0.23728,0.23746,208848.0,121,49572.64
1753635692,0.23745,0.23745,0.23732,0.2374,11513.0,36,2732.63
1753635693,0.23731,0.23742,0.23722,0.23724,178251.0,108,42295.86
1753635694,0.23724,0.23745,0.23724,0.23745,120670.0,136,28640.54
1753635695,0.23745,0.23746,0.23735,0.23743,3692.0,15,876.43
1753635696,0.23736,0.23747,0.23736,0.23744,13883.0,38,3295.45
1753635697,0.23744,0.23757,0.23731,0.23754,391319.0,267,92898.78
1753635698,0.23754,0.23755,0.23745,0.23752,24434.0,28,5803.64
1753635699,0.23745,0.23752,0.23739,0.23747,250414.0,78,59452.28
1753635700,0.23741,0.23751,0.23734,0.23741,61954.0,77,14708.71
1753635701,0.23733,0.23742,0.2373,0.23732,35787.0,66,8495.23
1753635702,0.23737,0.23744,0.23732,0.23733,34937.0,30,8291.67
1753635703,0.2374,0.23744,0.23728,0.23738,16426.0,41,3897.86
1753635704,0.23729,0.2373,0.23729,0.2373,4030.0,6,956.32
1753635705,0.2373,0.23743,0.2373,0.23743,104489.0,49,24799.69
1753635706,0.23739,0.23744,0.23733,0.23744,211361.0,77,50167.12
1753635707,0.23741,0.23742,0.23731,0.23738,218413.0,84,51839.83
1753635708,0.23737,0.23737,0.23724,0.23724,32581.0,65,7731.98
1753635709,0.23733,0.23733,0.23725,0.2373,17067.0,39,4050.0
1753635710,0.23724,0.23734,0.23724,0.23734,114321.0,41,27131.51
1753635711,0.23725,0.23735,0.23725,0.23735,113824.0,16,27006.93
1753635712,0.23733,0.23738,0.23728,0.23738,10299.0,51,2444.11
1753635713,0.23729,0.2374,0.23728,0.23729,116169.0,42,27567.43
1753635714,0.23729,0.23739,0.23728,0.23739,1355587.0,184,321711.58
1753635715,0.23732,0.23738,0.23729,0.23738,7839.0,12,1860.59
1753635716,0.23739,0.23739,0.23729,0.23729,4391.0,4,1042.37
1753635717,0.23728,0.23738,0.23724,0.23734,230200.0,114,54619.69
1753635718,0.23733,0.23733,0.23723,0.23723,32818.0,23,7787.94
1753635719,0.23735,0.23735,0.23724,0.23725,28448.0,15,6749.42
1753635720,0.23725,0.23733,0.23721,0.23728,126604.0,74,30036.2
1753635721,0.23721,0.23733,0.23717,0.2372,412997.0,166,97965.34
1753635722,0.2372,0.2373,0.23718,0.23719,119477.0,83,28342.8
1753635723,0.23727,0.23727,0.23718,0.23719,43436.0,21,10303.13
1753635724,0.23726,0.23727,0.23718,0.23727,46157.0,24,10948.54
1753635725,0.23728,0.23729,0.23718,0.23721,145339.0,72,34475.49
1753635726,0.2372,0.2373,0.2372,0.2373,34072.0,11,8081.9
1753635727,0.23721,0.23739,0.23721,0.23728,327460.0,217,77698.66
1753635728,0.23737,0.23738,0.23725,0.23729,60625.0,87,14385.46
1753635729,0.2373,0.23734,0.23722,0.23722,25014.0,21,5934.2
1753635730,0.2373,0.2373,0.23712,0.23723,313179.0,201,74292.75
1753635731,0.23712,0.23722,0.23704,0.23715,572081.0,201,135629.89
1753635732,0.23707,0.23718,0.23707,0.23717,175887.0,42,41705.36
1753635733,0.23718,0.23718,0.23705,0.23715,40010.0,54,9485.39
1753635734,0.23706,0.23718,0.23706,0.23718,157646.0,69,37372.69
1753635735,0.23709,0.23709,0.23709,0.23709,2136.0,4,506.42
1753635736,0.23709,0.23733,0.23709,0.23722,425992.0,243,101052.75
1753635737,0.23723,0.23733,0.23719,0.23719,104402.0,35,24776.15
1753635738,0.23731,0.23732,0.2372,0.23732,246358.0,41,58437.85
1753635739,0.2372,0.23732,0.2372,0.23721,204394.0,40,48484.99
1753635740,0.23721,0.23724,0.23721,0.23722,190337.0,35,45152.53
1753635741,0.23731,0.23738,0.23722,0.23724,82266.0,78,19519.76
1753635742,0.23724,0.23734,0.23723,0.23734,6966.0,15,1652.73
1753635743,0.23723,0.23738,0.23723,0.23729,105740.0,86,25090.1
1753635744,0.2374,0.2375,0.2373,0.23748,132837.0,133,31535.3
1753635745,0.23736,0.23748,0.23736,0.23748,38607.0,26,9164.5
1753635746,0.23744,0.23756,0.23738,0.23755,256006.0,191,60787.42
1753635747,0.23755,0.23758,0.23746,0.23757,45713.0,16,10857.41
1753635748,0.23747,0.23758,0.23747,0.23748,154682.0,69,36736.86
1753635750,0.23756,0.23759,0.23744,0.23755,79624.0,87,18909.99
1753635751,0.23744,0.23753,0.23736,0.23741,42307.0,120,10044.64
1753635752,0.23735,0.23745,0.23729,0.23731,160649.0,65,38123.18
1753635753,0.23738,0.2374,0.23726,0.23739,32759.0,46,7773.5
1753635754,0.23732,0.23735,0.23714,0.23714,37962.0,139,9006.73
1753635755,0.23722,0.23727,0.23722,0.23725,71004.0,17,16846.54
1753635756,0.23722,0.23724,0.23709,0.23716,17889.0,96,4242.65
1753635757,0.23719,0.23719,0.23708,0.23716,122716.0,38,29101.45
1753635758,0.23719,0.23719,0.23708,0.23718,5532.0,5,1312.0
1753635759,0.23709,0.2372,0.23703,0.23703,116970.0,121,27733.27
1753635760,0.23703,0.23713,0.23701,0.23713,106989.0,35,25358.71
1753635761,0.23702,0.23712,0.237,0.2371,173923.0,90,41223.11
1753635762,0.23708,0.23709,0.23696,0.23697,202189.0,141,47917.26
1753635763,0.23696,0.23707,0.23696,0.23707,18429.0,10,4367.05
1753635764,0.23696,0.2371,0.23696,0.23701,181909.0,92,43113.05
1753635765,0.2371,0.23713,0.23696,0.23702,297154.0,83,70420.8
1753635766,0.23712,0.23717,0.23703,0.23707,160394.0,89,38026.27
1753635767,0.23716,0.23723,0.23708,0.23719,202374.0,136,47985.9
1753635768,0.23718,0.23724,0.23709,0.23724,33507.0,47,7946.56
1753635769,0.23713,0.23725,0.23708,0.23717,164032.0,92,38898.82
1753635770,0.23707,0.23719,0.23703,0.23706,51173.0,46,12134.87
1753635771,0.23716,0.23718,0.23707,0.23718,26874.0,14,6373.31
1753635772,0.23716,0.23717,0.237,0.23712,125976.0,95,29866.08
1753635773,0.23703,0.23717,0.23703,0.23706,4683.0,30,1110.1
1753635774,0.23707,0.23717,0.23697,0.23709,181428.0,136,43002.53
1753635775,0.23696,0.23709,0.23695,0.23709,128445.0,34,30437.69
1753635776,0.23698,0.23713,0.23698,0.23701,589435.0,85,139688.56
1753635777,0.23701,0.23716,0.237,0.237,163085.0,82,38658.13
1753635778,0.23701,0.23711,0.23699,0.2371,19301.0,19,4574.2
