timestamp,avg_price,Binance Spot_TC,Binance Futures_TC,Bybit_TC,OKX_TC,Binance US_TC,Bitmex_TC
1753638202,0.24,0,30,21,0,0,0
1753638203,0.24,67,99,35,0,0,0
1753638204,0.24,1,5,0,0,0,0
1753638205,0.24,3,14,12,0,0,0
1753638206,0.24,0,6,3,0,0,0
1753638207,0.24,2,6,0,0,0,0
1753638208,,0,0,0,0,0,0
1753638209,0.24,0,27,0,0,0,0
1753638210,0.24,6,1,0,0,0,0
1753638211,,0,0,0,0,0,0
1753638212,0.24,30,55,28,0,0,0
1753638213,0.24,43,35,7,0,0,0
1753638214,0.24,0,6,0,0,0,0
1753638215,0.24,1,21,1,0,0,0
1753638216,0.24,3,19,0,0,0,0
1753638217,0.24,6,2,4,0,0,0
1753638218,0.24,0,12,0,0,0,0
1753638219,0.24,3,3,0,0,0,0
1753638220,0.24,6,21,5,0,0,0
1753638221,0.24,5,8,0,0,0,0
1753638222,0.24,0,6,0,0,0,0
1753638223,0.24,11,12,18,0,0,0
1753638224,0.24,14,12,0,0,0,0
1753638225,0.24,124,103,22,0,0,0
1753638226,0.24,15,20,2,0,0,0
1753638227,0.24,0,21,0,0,0,0
1753638228,0.24,0,15,3,0,0,0
1753638229,0.24,1,7,0,0,0,0
1753638230,0.24,4,32,6,0,0,0
1753638231,0.24,51,52,78,0,0,0
1753638232,0.24,29,40,59,0,0,0
1753638233,0.24,0,14,0,0,0,0
1753638234,0.24,1,0,44,0,0,0
1753638235,0.24,53,50,6,0,0,0
1753638236,0.24,4,27,10,0,0,0
1753638237,0.24,3,0,64,0,1,0
1753638238,0.24,2,12,0,0,0,0
1753638239,0.24,12,21,0,0,0,0
1753638240,0.24,3,2,0,0,0,0
1753638241,0.24,31,83,24,0,0,0
1753638242,0.24,3,20,3,0,0,0
1753638243,0.24,47,53,7,0,0,0
1753638244,0.24,16,67,9,0,0,0
1753638245,0.24,1,9,0,0,0,0
1753638246,0.24,7,41,3,0,0,0
1753638247,0.24,4,8,2,0,0,0
1753638248,0.24,7,0,2,0,0,0
1753638249,0.24,39,61,8,0,0,0
1753638250,0.24,60,42,17,0,0,0
1753638251,0.24,16,19,9,0,0,0
1753638252,0.24,0,62,1,0,0,0
1753638253,0.24,1,23,8,0,0,0
1753638254,0.24,6,6,1,0,0,0
1753638255,0.24,3,19,3,0,0,0
1753638256,0.24,1,1,2,0,0,0
1753638257,0.24,47,37,13,0,0,0
1753638258,0.24,12,29,2,0,0,0
1753638259,0.24,5,10,5,0,0,0
1753638260,0.24,1,4,2,0,0,0
1753638261,0.24,3,5,1,0,0,0
1753638262,0.24,0,11,0,0,0,0
1753638263,0.24,3,8,1,0,0,0
1753638264,0.24,0,47,1,0,0,0
1753638265,0.24,3,4,1,0,0,0
1753638266,0.24,0,1,1,0,0,0
1753638267,0.24,0,20,4,0,0,0
1753638268,0.24,0,14,4,0,0,0
1753638269,0.24,15,18,0,0,0,0
1753638270,0.24,10,0,0,0,0,0
1753638271,0.24,63,17,8,0,0,0
1753638272,,0,0,0,0,0,0
1753638273,0.24,29,33,1,0,0,0
1753638274,0.24,2,0,3,0,0,0
1753638275,0.24,18,28,3,0,0,0
1753638276,0.24,2,3,43,0,0,0
1753638277,0.24,0,5,38,0,0,0
1753638278,0.24,35,40,26,0,0,0
1753638279,0.24,2,5,1,0,0,0
1753638280,0.24,0,10,0,0,0,0
1753638281,0.24,18,157,67,0,0,0
1753638282,0.24,5,13,3,0,0,0
1753638283,0.24,0,10,39,0,0,0
1753638284,0.24,9,23,13,0,0,0
1753638285,0.24,15,0,1,0,0,0
1753638286,0.24,1,1,2,0,0,0
1753638288,0.24,8,20,5,0,0,0
1753638289,0.24,8,57,12,0,0,0
1753638290,0.24,3,1,2,0,0,0
1753638291,0.24,3,0,0,0,0,0
1753638292,0.24,45,56,10,0,0,0
1753638293,0.24,31,14,7,0,0,0
1753638294,0.24,10,29,0,0,0,0
1753638295,0.24,2,17,1,0,0,0
1753638296,0.24,1,5,0,0,0,0
1753638297,0.24,8,22,15,0,0,0
1753638298,0.24,1,6,4,0,0,0
1753638299,0.24,7,22,12,0,0,0
1753638300,0.24,56,35,15,0,0,0
1753638301,0.24,7,33,0,0,0,0
1753638302,0.24,1,3,2,0,0,0
1753638303,0.24,2,10,1,0,0,0
1753638304,0.24,22,509,8,0,0,0
1753638305,0.24,5,33,0,0,0,0
1753638306,0.24,4,13,2,0,0,0
1753638307,0.24,13,25,1,0,0,0
1753638308,0.24,14,51,6,0,0,0
1753638309,0.24,0,23,0,0,0,0
1753638310,0.24,3,33,14,0,0,0
1753638311,0.24,0,2,1,0,0,0
1753638312,0.24,4,4,0,0,0,0
1753638313,0.24,19,40,10,0,0,0
1753638314,0.24,2,4,3,0,0,0
1753638315,0.24,19,21,30,0,0,0
1753638316,0.24,3,22,10,0,0,0
1753638317,0.24,0,14,2,0,0,0
1753638318,0.24,0,10,5,0,0,0
1753638319,0.24,0,2,0,0,0,0
1753638320,0.24,4,3,0,0,0,0
1753638321,0.24,4,0,0,0,0,0
1753638322,0.24,8,27,8,0,0,0
1753638323,0.24,15,25,11,0,0,0
1753638324,0.24,0,12,0,0,0,0
1753638325,0.24,0,7,1,0,0,0
1753638326,0.24,0,2,3,0,0,0
1753638327,0.24,11,0,1,0,0,0
1753638328,0.24,38,59,37,0,0,0
1753638329,0.24,3,25,0,0,0,0
1753638330,0.24,1,19,7,0,0,0
1753638331,0.24,0,19,1,0,0,0
1753638332,,0,0,0,0,0,0
1753638333,0.24,4,13,2,0,0,0
1753638334,0.24,22,39,18,0,0,0
1753638335,0.24,60,59,107,0,0,0
1753638336,0.24,54,183,32,0,0,0
1753638337,0.24,7,22,9,0,0,0
1753638338,0.24,103,63,24,0,0,0
1753638339,0.24,0,27,11,0,0,0
1753638340,0.24,8,31,5,0,0,0
1753638341,0.24,20,40,1,0,0,0
1753638342,0.24,0,13,4,0,0,0
1753638343,0.24,6,0,0,0,0,0
1753638344,0.24,0,4,0,0,0,0
1753638345,0.24,4,23,7,0,0,0
1753638346,0.24,44,33,26,0,0,0
1753638347,0.24,2,3,3,0,0,0
1753638348,0.24,8,49,9,0,0,0
1753638349,0.24,4,7,3,0,0,0
1753638350,0.24,19,49,13,0,0,0
1753638351,0.24,0,8,6,0,0,0
1753638352,0.24,18,21,0,0,0,0
1753638353,0.24,11,25,9,0,0,0
1753638354,0.24,15,12,2,0,0,0
1753638355,0.24,0,6,0,0,0,0
1753638356,0.24,19,9,7,0,0,0
1753638357,0.24,3,8,6,0,0,0
1753638358,0.24,33,25,6,0,0,0
1753638359,0.24,51,57,18,0,0,0
1753638360,0.24,16,33,9,0,0,0
1753638361,0.24,11,3,3,0,0,0
1753638362,0.24,7,30,0,0,0,0
1753638363,0.24,1,17,0,0,0,0
1753638364,0.24,4,25,37,0,0,0
1753638365,0.24,0,4,2,0,0,0
1753638366,0.24,3,16,0,0,0,0
1753638367,0.24,4,31,1,0,0,0
1753638368,0.24,30,43,44,0,0,0
1753638369,0.24,0,9,2,0,0,0
1753638370,0.24,18,55,0,0,0,0
1753638371,0.24,0,7,0,0,0,0
1753638372,0.24,18,43,8,0,0,0
1753638373,0.24,24,33,26,0,0,0
1753638374,0.24,0,4,0,0,0,0
1753638375,0.24,12,15,5,0,0,0
1753638376,0.24,15,56,15,0,0,0
1753638377,0.24,5,1,7,0,0,0
1753638378,0.24,34,30,1,0,0,0
1753638379,0.24,1,8,11,0,0,0
1753638381,0.24,8,23,5,0,0,0
1753638382,0.24,27,22,5,0,0,0
1753638383,0.24,0,10,2,0,0,0
1753638384,0.24,27,44,16,0,0,0
1753638385,0.24,1,2,2,0,0,0
1753638386,0.24,31,34,12,0,0,0
1753638387,0.24,0,5,0,0,0,0
1753638388,0.24,8,43,8,0,0,0
1753638389,0.24,4,0,0,0,0,0
1753638390,0.24,16,1,4,0,0,0
1753638391,0.24,3,27,0,0,0,0
1753638392,0.24,0,1,0,0,0,0
1753638393,0.24,6,28,4,0,0,0
1753638394,0.24,3,13,0,0,0,0
1753638395,0.24,32,23,11,0,0,0
1753638396,0.24,5,21,28,0,0,0
1753638397,0.24,3,23,2,0,0,0
1753638398,0.24,1,6,2,0,0,0
1753638399,0.24,4,15,1,0,0,0
1753638400,0.24,7,15,1,0,0,0
1753638401,,0,0,0,0,0,0
1753638402,0.24,1,11,1,0,0,0
1753638403,0.24,8,10,1,0,0,0
1753638404,0.24,13,14,0,0,0,0
1753638405,0.24,4,13,4,0,0,0
1753638406,0.24,31,29,2,0,0,0
1753638407,0.24,8,8,11,0,0,0
1753638408,0.24,21,33,15,0,0,0
1753638409,0.24,23,33,12,0,0,0
1753638410,0.24,6,92,21,0,0,0
1753638411,0.24,0,11,8,0,0,0
1753638412,0.24,3,1,0,0,0,0
1753638413,0.24,0,2,0,0,0,0
1753638414,,0,0,0,0,0,0
1753638415,0.24,10,41,7,0,0,0
1753638416,0.24,25,10,2,0,0,0
1753638417,0.24,14,20,3,0,0,0
1753638418,0.24,9,18,1,0,0,0
1753638419,0.24,3,0,3,0,0,0
1753638420,0.24,0,7,4,0,0,0
1753638421,0.24,14,19,9,0,0,0
1753638422,0.24,7,2,1,0,0,0
1753638423,0.24,0,16,0,0,0,0
1753638424,0.24,5,22,2,0,0,0
1753638425,0.24,0,2,17,0,0,0
1753638426,0.24,3,3,0,0,0,0
1753638427,0.24,0,6,0,0,0,0
1753638428,0.24,1,0,1,0,0,0
1753638429,0.24,7,63,2,0,0,0
1753638430,0.24,7,26,1,0,0,0
1753638431,,0,0,0,0,0,0
1753638432,0.24,0,5,4,0,0,0
1753638433,0.24,0,8,0,0,0,0
1753638434,0.24,2,5,0,0,0,0
1753638435,0.24,19,25,7,0,0,0
1753638436,0.24,0,11,0,0,0,0
1753638437,0.24,3,0,0,0,0,0
1753638438,0.24,6,14,7,0,0,0
1753638439,0.24,5,9,0,0,0,0
1753638440,0.24,7,3,1,0,0,0
1753638441,,0,0,0,0,0,0
1753638442,0.24,0,1,0,0,0,0
1753638443,0.24,54,2,7,0,0,0
1753638444,0.24,2,55,60,0,0,0
1753638445,0.24,0,22,1,0,1,0
1753638446,0.24,18,32,23,0,0,0
1753638447,0.24,13,0,0,0,0,0
1753638448,0.24,1,31,0,0,0,0
1753638449,0.24,17,43,11,0,0,0
1753638450,0.24,0,7,1,0,0,0
1753638451,0.24,0,5,1,0,0,0
1753638452,0.24,1,0,4,0,0,0
1753638453,0.24,30,3,0,0,0,0
1753638454,0.24,0,24,0,0,0,0
1753638455,0.24,22,40,10,0,0,0
1753638456,0.24,36,52,7,0,0,0
1753638457,0.24,70,58,25,0,0,0
1753638458,0.24,16,12,3,0,0,0
1753638459,0.24,1,1,0,0,0,0
1753638460,0.24,2,14,7,0,0,0
1753638461,0.24,29,35,4,0,0,0
1753638462,0.24,5,21,15,0,0,0
1753638463,0.24,0,3,0,0,0,0
1753638464,0.24,1,1,9,0,0,0
1753638465,,0,0,0,0,0,0
1753638466,0.24,29,30,46,0,0,0
1753638467,0.24,18,0,2,0,0,0
1753638468,0.24,13,42,9,0,0,0
1753638469,0.24,0,10,2,0,0,0
1753638471,0.24,0,16,3,0,0,0
1753638472,0.24,2,0,0,0,0,0
1753638473,0.24,2,0,0,0,0,0
1753638474,0.24,0,17,1,0,0,0
1753638475,0.24,1,68,0,0,0,0
1753638476,0.24,1,0,0,0,0,0
1753638477,,0,0,0,0,0,0
1753638478,0.24,36,19,49,0,0,0
1753638479,0.24,3,24,80,0,0,0
1753638480,0.24,11,37,2,0,0,0
1753638481,0.24,13,60,12,0,0,0
1753638482,0.24,17,27,4,0,0,0
1753638483,0.24,1,24,7,0,0,0
1753638484,0.24,16,13,1,0,0,0
1753638485,0.24,11,4,8,0,0,0
1753638486,0.24,0,22,0,0,0,0
1753638487,0.24,1,0,14,0,0,0
1753638488,0.24,0,69,0,0,0,0
1753638489,0.24,0,3,1,0,0,0
1753638490,0.24,42,24,8,0,0,0
1753638491,0.24,28,35,17,0,0,0
1753638492,0.24,0,5,0,0,0,0
1753638493,0.24,16,21,4,0,0,0
1753638494,0.24,13,31,4,0,0,0
1753638495,0.24,0,0,1,0,0,0
1753638496,0.24,0,6,0,0,0,0
1753638497,0.24,17,50,6,0,0,0
1753638498,0.24,6,2,10,0,0,0
1753638499,0.24,0,2,1,0,0,0
1753638500,0.24,1,3,0,0,0,0
1753638501,0.24,17,99,6,0,0,0
1753638502,0.24,49,60,15,0,0,0
1753638503,0.24,3,28,6,0,0,0
1753638504,0.24,0,10,0,0,0,0
1753638505,0.24,5,18,6,0,0,0
1753638506,0.24,14,1,3,0,0,0
1753638507,,0,0,0,0,0,0
1753638508,0.24,17,71,15,0,0,0
1753638509,0.24,2,1,0,0,0,0
1753638510,0.24,0,1,0,0,0,0
1753638511,0.24,5,0,43,0,0,0
1753638512,0.24,66,76,39,0,0,0
1753638513,0.24,5,1,0,0,0,0
1753638514,0.24,7,15,0,0,0,0
1753638515,0.24,10,13,4,0,0,0
1753638516,0.24,0,0,2,0,0,0
1753638517,0.24,0,2,13,0,0,0
1753638518,0.24,0,9,0,0,0,0
1753638519,0.24,26,33,8,0,0,0
1753638520,0.24,5,10,1,0,0,0
1753638521,0.24,5,60,8,0,0,0
1753638522,0.24,0,3,2,0,0,0
1753638523,0.24,13,0,0,0,0,0
1753638524,0.24,4,32,9,0,0,0
1753638525,0.24,0,2,0,0,0,0
1753638526,0.24,8,14,1,0,0,0
1753638527,0.24,12,1,0,0,0,0
1753638528,0.24,65,53,16,0,0,0
1753638529,0.24,3,2,23,0,0,0
1753638530,0.24,1,0,0,0,0,0
1753638531,0.24,2,0,0,0,0,0
1753638532,0.24,3,0,0,0,0,0
1753638533,0.24,0,1,0,0,0,0
1753638534,0.24,22,42,6,0,0,0
1753638535,,0,0,0,0,0,0
1753638536,0.24,14,19,5,0,0,0
1753638537,0.24,7,11,1,0,0,0
1753638538,0.24,1,8,0,0,0,0
1753638539,0.24,0,0,1,0,0,0
1753638540,0.24,0,1,0,0,0,0
1753638541,,0,0,0,0,0,0
1753638542,0.24,4,13,0,0,0,0
1753638543,0.24,0,21,0,0,0,0
1753638544,0.24,5,0,0,0,0,0
1753638545,0.24,0,3,2,0,0,0
1753638546,0.24,3,2,2,0,0,0
1753638547,0.24,2,1,0,0,0,0
1753638548,0.24,0,2,0,0,0,0
1753638549,0.24,4,4,4,0,0,0
1753638550,0.24,0,1,0,0,0,0
1753638551,0.24,0,4,7,0,0,0
1753638552,0.24,0,1,2,0,0,0
1753638553,0.24,18,72,5,0,0,0
1753638554,0.24,28,54,9,0,0,0
1753638555,0.24,9,6,0,0,0,0
1753638556,0.24,2,3,1,0,0,0
1753638557,0.24,3,0,0,0,0,0
1753638558,0.24,4,14,1,0,0,0
1753638559,0.24,5,4,3,0,0,0
1753638561,0.24,6,3,3,0,0,0
1753638562,,0,0,0,0,0,0
1753638563,0.24,1,4,0,0,0,0
1753638564,0.24,2,3,0,0,0,0
1753638565,,0,0,0,0,0,0
1753638566,0.24,4,19,7,0,0,0
1753638567,0.24,1,0,1,0,0,0
1753638568,0.24,0,2,3,0,0,0
1753638569,0.24,17,28,8,0,0,0
1753638570,0.24,13,10,4,0,0,0
1753638571,0.24,2,2,1,0,0,0
1753638572,0.24,6,0,4,0,0,0
1753638573,0.24,7,0,0,0,0,0
1753638574,0.24,0,0,3,0,0,0
1753638575,0.24,0,19,0,0,0,0
1753638576,0.24,72,132,19,0,0,0
1753638577,0.24,29,21,12,0,0,0
1753638578,0.24,18,4,2,0,0,0
1753638579,0.24,0,27,0,0,0,0
1753638580,0.24,0,21,0,0,0,0
1753638581,0.24,1,0,0,0,0,0
1753638582,0.24,2,0,4,0,0,0
1753638583,0.24,75,77,77,0,0,0
1753638584,0.24,0,7,2,0,0,0
1753638585,0.24,1,25,2,0,0,0
1753638586,0.24,5,33,6,0,0,0
1753638587,0.24,79,114,91,0,0,0
1753638588,0.24,0,10,0,0,0,0
1753638589,0.24,50,52,66,0,1,0
1753638590,0.24,0,3,1,0,0,0
1753638591,0.24,16,8,0,0,0,0
1753638592,0.24,17,40,6,0,0,0
1753638593,0.24,4,33,4,0,0,0
1753638594,0.24,11,0,3,0,0,0
1753638595,0.24,1,26,18,0,0,0
1753638596,0.24,13,0,3,0,0,0
1753638597,0.24,0,2,0,0,0,0
1753638598,0.24,23,44,14,0,0,0
1753638599,0.24,4,8,3,0,0,0
1753638600,0.24,0,7,6,0,0,0
1753638601,0.24,0,39,11,0,0,0
1753638602,0.24,14,28,6,0,0,0
1753638603,0.24,4,25,1,0,0,0
1753638604,0.24,4,10,5,0,0,0
1753638605,0.24,0,4,1,0,0,0
1753638606,0.24,20,59,84,0,1,0
1753638607,0.24,0,3,7,0,0,0
1753638608,0.24,1,38,4,0,0,0
1753638609,0.24,55,63,33,0,0,0
1753638610,0.24,80,207,88,0,0,0
1753638611,0.24,27,32,44,0,0,0
1753638612,0.24,17,51,2,0,0,0
1753638613,0.24,3,26,3,0,0,0
1753638614,0.24,17,12,5,0,0,0
1753638615,0.24,18,91,8,0,0,0
1753638616,0.24,4,7,6,0,0,0
1753638617,0.24,26,59,118,0,0,0
1753638618,0.24,0,6,6,0,0,0
1753638619,0.24,0,0,1,0,0,0
1753638620,0.24,0,14,7,0,0,0
1753638621,0.24,41,119,16,0,0,0
1753638622,0.24,0,4,0,0,0,0
1753638623,0.24,20,73,4,0,0,0
1753638624,0.24,10,1,0,0,0,0
1753638625,0.24,5,9,81,0,0,0
1753638626,0.24,28,24,6,0,0,0
1753638627,0.24,1,38,1,0,0,0
1753638628,0.24,10,11,3,0,0,0
1753638629,0.24,2,30,0,0,0,0
1753638630,0.24,0,14,0,0,0,0
1753638631,0.24,1,3,11,0,0,0
1753638632,0.24,3,24,13,0,0,0
1753638633,0.24,12,10,83,0,0,0
1753638634,0.24,26,47,3,0,0,0
1753638635,0.24,0,11,3,0,0,0
1753638636,0.24,0,3,0,0,0,0
1753638637,0.24,6,31,5,0,0,0
1753638638,0.24,16,26,1,0,0,0
1753638639,0.24,2,4,95,0,0,0
1753638640,0.24,0,11,3,0,0,0
1753638641,0.24,0,8,1,0,0,0
1753638642,0.24,0,10,3,0,0,0
1753638643,0.24,0,3,18,0,0,0
1753638644,0.24,3,3,1,0,0,0
1753638645,0.24,0,26,74,0,0,0
1753638646,0.24,10,31,2,0,0,0
1753638647,0.24,0,16,3,0,0,0
1753638648,0.24,0,11,6,0,0,0
1753638649,0.24,4,2,9,0,0,0
1753638650,0.24,44,124,23,0,0,0
1753638651,0.24,34,66,10,0,0,0
1753638652,0.24,3,21,78,0,0,0
1753638653,0.24,4,11,0,0,0,0
1753638655,0.24,3,16,2,0,0,0
1753638656,0.24,4,29,1,0,0,0
1753638657,0.24,4,14,21,0,0,0
1753638658,0.24,0,7,3,0,0,0
1753638659,0.24,30,32,7,0,0,0
1753638660,0.24,3,33,2,0,0,0
1753638661,0.24,0,7,7,0,0,0
1753638662,0.24,41,57,19,0,0,0
1753638663,0.24,15,27,6,0,0,0
1753638664,0.24,1,7,0,0,0,0
1753638665,0.24,4,2,0,0,0,0
1753638666,0.24,0,5,0,0,0,0
1753638667,0.24,58,79,65,0,0,0
1753638668,0.24,0,20,10,0,0,0
1753638669,0.24,16,27,2,0,0,0
1753638670,0.24,1,56,2,0,0,0
1753638671,0.24,25,14,1,0,0,0
1753638672,0.24,68,65,23,0,0,0
1753638673,0.24,11,81,12,0,0,0
1753638674,0.24,7,2,16,0,0,0
1753638675,0.24,1,11,0,0,0,0
1753638676,0.24,25,16,2,0,0,0
1753638677,0.24,4,26,23,0,0,0
1753638678,0.24,0,11,22,0,0,0
1753638679,0.24,7,43,6,0,0,0
1753638680,0.24,4,11,7,0,0,0
1753638681,0.24,0,15,3,0,0,0
1753638682,0.24,1,16,0,0,0,0
1753638683,0.24,1,5,3,0,0,0
1753638684,0.24,9,33,5,0,0,0
1753638685,0.24,0,5,4,0,0,0
1753638686,0.24,0,4,4,0,0,0
1753638687,0.24,9,14,8,0,0,0
1753638688,0.24,47,62,51,0,0,0
1753638689,0.24,11,91,34,0,0,0
1753638690,0.24,4,23,7,0,0,0
1753638691,0.24,3,9,6,0,0,0
1753638692,0.24,0,2,2,0,0,0
1753638693,0.24,4,14,1,0,0,0
1753638694,0.24,4,13,1,0,0,0
1753638695,0.24,3,4,0,0,0,0
1753638696,0.24,24,33,7,0,0,0
1753638697,0.24,4,11,0,0,1,0
1753638698,0.24,15,25,23,0,0,0
1753638699,0.24,52,84,77,0,0,0
1753638700,0.24,3,0,5,0,0,0
1753638701,0.24,15,31,33,0,0,0
1753638702,0.24,9,59,30,0,0,0
1753638703,0.24,0,8,4,0,0,0
1753638704,0.24,7,38,5,0,0,0
1753638705,0.24,0,62,1,0,0,0
1753638706,0.24,12,28,0,0,0,0
1753638707,0.24,16,29,10,0,0,0
1753638708,0.24,6,11,0,0,0,0
1753638709,0.24,13,25,0,0,0,0
1753638710,0.24,0,16,11,0,0,0
1753638711,0.24,0,1,32,0,0,0
1753638712,0.24,34,44,2,0,0,0
1753638713,0.24,0,9,23,0,0,0
1753638714,0.24,0,4,0,0,0,0
1753638715,0.24,3,2,5,0,0,0
1753638716,0.24,18,69,39,0,0,0
1753638717,0.24,3,2,0,0,0,0
1753638718,0.24,0,2,0,0,0,0
1753638719,0.24,1,36,0,0,0,0
1753638720,0.24,94,110,56,0,0,0
1753638721,0.24,88,117,50,0,0,0
1753638722,0.24,6,7,2,0,0,0
1753638723,0.24,1,1,10,0,0,0
1753638724,0.24,35,32,12,0,0,0
1753638725,0.24,0,22,3,0,0,0
1753638726,0.24,6,13,5,0,0,0
1753638727,0.24,1,3,1,0,0,0
1753638728,0.24,60,143,36,0,0,0
1753638729,0.24,4,0,1,0,0,0
1753638730,0.24,33,29,31,0,0,0
1753638731,0.24,2,1,0,0,0,0
1753638732,0.24,1,14,0,0,0,0
1753638733,0.24,4,16,0,0,0,0
1753638734,0.24,0,0,6,0,0,0
1753638735,0.24,3,30,0,0,0,0
1753638736,0.24,2,52,0,0,0,0
1753638737,0.24,1,3,2,0,0,0
1753638738,0.24,3,33,1,0,0,0
1753638739,0.24,5,0,0,0,0,0
1753638740,0.24,56,61,34,0,0,0
1753638741,0.24,17,3,0,0,0,0
1753638742,0.24,4,15,3,0,0,0
1753638743,0.24,2,1,0,0,0,0
1753638744,0.24,0,27,0,0,0,0
1753638745,0.24,3,2,2,0,0,0
1753638746,0.24,6,20,4,0,0,0
1753638747,0.24,10,17,8,0,0,0
1753638748,0.24,9,1,0,0,0,0
1753638749,0.24,0,3,2,0,0,0
1753638750,0.24,4,1,0,0,0,0
1753638752,0.24,0,13,0,0,0,0
1753638753,0.24,0,3,0,0,0,0
1753638754,0.24,4,0,0,0,0,0
1753638755,0.24,0,24,7,0,0,0
1753638756,0.24,0,1,0,0,0,0
1753638757,0.24,1,3,2,0,0,0
1753638758,0.24,0,2,1,0,0,0
1753638759,0.24,1,14,7,0,0,0
1753638760,0.24,8,21,3,0,0,0
1753638761,0.24,47,119,3,0,0,0
1753638762,0.24,1,25,3,0,0,0
1753638763,0.24,0,17,4,0,0,0
1753638764,0.24,0,22,0,0,0,0
1753638765,0.24,20,16,18,0,0,0
1753638766,0.24,34,128,38,0,0,0
1753638767,0.24,1,16,1,0,0,0
1753638768,0.24,3,28,0,0,0,0
1753638769,0.24,2,0,3,0,0,0
1753638770,0.24,1,2,1,0,0,0
1753638771,0.24,2,5,1,0,0,0
1753638772,0.24,0,1,0,0,0,0
1753638773,0.24,45,129,8,0,0,0
1753638774,0.24,4,21,36,0,0,0
1753638775,0.24,23,97,9,0,0,0
1753638776,0.24,0,8,3,0,0,0
1753638777,0.24,4,7,0,0,0,0
1753638778,0.24,0,2,0,0,0,0
1753638779,0.24,66,141,28,0,0,0
1753638780,0.24,25,32,33,0,0,0
1753638781,0.24,21,33,0,0,0,0
1753638782,0.24,1,3,0,0,0,0
1753638783,0.24,17,155,28,0,0,0
1753638784,0.24,5,2,0,0,0,0
1753638785,0.24,1,4,0,0,0,0
1753638786,0.24,147,279,216,0,0,0
1753638787,0.24,39,36,5,0,0,0
1753638788,0.24,7,0,1,0,0,0
1753638789,0.24,13,30,11,0,0,0
1753638790,0.24,37,120,11,0,0,0
1753638791,0.24,5,11,0,0,0,0
1753638792,0.24,0,24,13,0,0,0
1753638793,0.24,30,30,5,0,0,0
1753638794,0.24,0,12,0,0,0,0
1753638795,0.24,10,15,0,0,0,0
1753638796,0.24,0,15,6,0,0,0
1753638797,0.24,1,27,0,0,0,0
1753638798,0.24,0,8,0,0,0,0
1753638799,0.24,5,0,3,0,0,0
1753638800,0.24,0,3,1,0,0,0
1753638801,0.24,4,2,2,0,0,0
1753638802,0.24,7,29,8,0,0,0
1753638803,0.24,0,5,0,0,0,0
1753638804,,0,0,0,0,0,0
1753638805,0.24,10,30,6,0,0,0
1753638806,0.24,12,3,3,0,0,0
1753638807,0.24,0,2,0,0,0,0
1753638808,0.24,1,26,4,0,0,0
1753638809,0.24,46,42,57,0,0,0
1753638810,0.24,0,0,3,0,0,0
1753638811,0.24,20,88,11,0,0,0
1753638812,0.24,34,88,12,0,0,0
1753638813,0.24,0,6,5,0,0,0
1753638814,0.24,8,24,0,0,0,0
1753638815,0.24,12,43,5,0,0,0
1753638816,0.24,4,17,1,0,0,0
1753638817,0.24,8,9,1,0,0,0
1753638818,0.24,1,2,3,0,0,0
1753638819,0.24,1,2,0,0,0,0
1753638820,0.24,16,46,8,0,0,0
1753638821,0.24,6,17,0,0,0,0
1753638822,0.24,20,46,11,0,0,0
1753638823,0.24,1,0,7,0,0,0
1753638824,0.24,4,37,2,0,0,0
1753638825,,0,0,0,0,0,0
1753638826,0.24,3,1,21,0,0,0
1753638827,0.24,5,23,3,0,0,0
1753638828,0.24,2,4,0,0,0,0
1753638829,,0,0,0,0,0,0
1753638830,0.24,6,1,0,0,0,0
1753638831,0.24,0,2,3,0,0,0
1753638832,,0,0,0,0,0,0
1753638833,,0,0,0,0,0,0
1753638834,0.24,10,1,0,0,0,0
1753638835,0.24,1,1,0,0,0,0
1753638836,0.24,1,53,0,0,0,0
1753638837,0.24,6,22,5,0,0,0
1753638838,0.24,12,9,0,0,0,0
1753638839,0.24,10,5,2,0,0,0
1753638840,0.24,5,4,0,0,0,0
1753638841,0.24,56,97,19,0,0,0
1753638842,0.24,127,156,382,0,0,0
1753638844,0.24,63,13,0,0,0,0
1753638845,0.24,2,4,2,0,0,0
1753638846,0.24,4,108,3,0,0,0
1753638847,0.24,1,47,8,0,0,0
1753638848,0.24,94,37,10,0,0,0
1753638849,0.24,15,10,1,0,0,0
1753638850,0.24,1,4,4,0,0,0
1753638851,0.24,2,45,6,0,0,0
1753638852,0.24,121,139,411,0,0,0
1753638853,0.24,13,54,46,0,0,0
1753638854,0.24,27,19,1,0,0,0
1753638855,0.24,3,11,0,0,0,0
1753638856,0.24,9,16,5,0,0,0
1753638857,0.24,71,52,18,0,0,0
1753638858,0.24,9,16,44,0,0,0
1753638859,0.24,1,12,4,0,0,0
1753638860,0.24,4,18,2,0,0,0
1753638861,0.24,0,3,17,0,0,0
1753638862,0.24,0,0,3,0,0,0
1753638863,0.24,0,17,7,0,0,0
1753638864,0.24,0,7,3,0,0,0
1753638865,0.24,1,8,6,0,0,0
1753638866,0.24,3,3,2,0,0,0
1753638867,0.24,1,2,2,0,0,0
1753638868,0.24,0,50,5,0,0,0
1753638869,0.24,0,5,0,0,0,0
1753638870,0.24,0,13,0,0,0,0
1753638871,0.24,1,3,1,0,0,0
1753638872,0.24,20,39,5,0,0,0
1753638873,0.24,5,31,6,0,0,0
1753638874,0.24,6,6,1,0,0,0
