trade_id,order_id,symbol,side,entry_price,exit_price,quantity,leverage,pnl,timestamp
83874bdb-8aaa-413d-97b4-80733e695388,d1f35e62-1537-409a-b064-46fa6e981208,BTCUSDT,buy,118163.19,,4.337196208477728,100,0.0,2025-07-22 07:46:41.202320
eee6b731-a415-4ea5-bc90-03e5f2bf8581,,BTCUSDT,long,118163.19,118079.77,4.337196208477728,100,-361.8089077112045,2025-07-22 07:49:50.198221
58004bb4-9f52-4b71-bfa9-ab759a201eeb,827ce3be-e8be-4d08-b754-07804a778774,BTCUSDT,buy,118069.0,,4.325334296988011,100,0.0,2025-07-22 07:49:58.016304
c815d321-f54c-4cfa-a7d8-2dbe1fe19eb2,,BTCUSDT,long,118069.0,118030.09,4.325334296988011,100,-168.29875749581862,2025-07-22 07:54:39.866191
188415b5-0832-450d-9539-b6a92201821d,de68d9fe-9f26-4359-beb7-718ec017c8ee,BTCUSDT,buy,118034.83,,4.319457242608799,100,0.0,2025-07-22 07:54:53.814996
a86f6069-37b1-4877-bcdd-b99b1679b9d3,,BTCUSDT,long,118034.83,117905.88,4.319457242608799,100,-556.9940114343921,2025-07-22 07:56:50.227629
f4125e66-7d8b-4e33-bf35-d2e3cfc593f2,a1994f6b-2b2b-4c7f-9dd8-db3b76898890,BTCUSDT,buy,117908.08,,4.300480775078572,100,0.0,2025-07-22 07:57:04.204534
64b3ae13-24ca-44a0-bca8-869215a96902,,BTCUSDT,long,117908.08,117836.78,4.300480775078572,100,-306.6242792631147,2025-07-22 07:58:25.845765
7ecd05b8-a0db-4820-8f04-424bb9c76f6e,a06d1f77-dfc0-451c-9218-36e25a7e9bb2,BTCUSDT,buy,117847.89,,4.289667891975926,100,0.0,2025-07-22 07:58:43.913267
a04869bf-292b-42fa-bfe1-ab56544fff9e,,BTCUSDT,long,117847.89,117824.68,4.289667891975926,100,-99.5631917727887,2025-07-22 08:03:27.306639
bc7dddae-8f5a-459d-a094-83498f22e35f,9600ece0-e402-48a1-8d09-9dcbc9717d76,BTCUSDT,buy,117807.63,,4.286908190167706,100,0.0,2025-07-22 08:04:45.757855
909f388e-d7be-4b73-9de1-fe00fd374aac,,BTCUSDT,long,117807.63,117737.04,4.286908190167706,100,-302.6128491439858,2025-07-22 08:06:07.224481
429e406c-b229-4cad-9187-8bb3f47a85ae,0dbf7cb7-1afc-4469-94c6-1ee3954b6048,BTCUSDT,buy,117726.16,,4.27702245334025,100,0.0,2025-07-22 08:06:17.086530
2753ac8c-59b3-43ba-9f5b-db862b02b72f,,BTCUSDT,long,117726.16,117558.38,4.27702245334025,100,-717.5988272214222,2025-07-22 08:08:15.221363
22bac110-046e-4c2e-bbc4-07aaad679b98,265bc4d0-263e-45a2-a6f5-b0ace654c1a8,BTCUSDT,buy,117563.38,,4.25242482420478,100,0.0,2025-07-22 08:08:35.343854
2b8e428b-7aa2-4aa6-865d-0e0854dc3164,,BTCUSDT,long,117563.38,117662.5,4.25242482420478,100,421.50034857515806,2025-07-22 08:13:17.462398
01b2a948-1c68-4c67-a218-0ed839032ec7,9154f3c3-d2cd-4147-8ed1-cd6620694648,BTCUSDT,buy,117723.93,,4.264527503221269,100,0.0,2025-07-22 08:13:45.609084
b1ccce2c-f541-48fb-a218-e1f85a450c96,,BTCUSDT,long,117723.93,117627.52,4.264527503221269,100,-411.1430965855154,2025-07-22 08:17:42.290483
2ba3367b-0432-4e87-bd84-522304d9952a,e645d692-ca3d-41f9-8844-dc8af72217c8,BTCUSDT,buy,117639.99,,4.250095752212899,100,0.0,2025-07-22 08:17:52.162477
86d8f0dc-7ed9-4595-9a4a-7b36f536dc95,,BTCUSDT,long,117639.99,117859.42,4.250095752212899,100,932.5985109080467,2025-07-22 08:20:25.168789
968833b8-2dfb-48c9-a9db-6ff5c1c06dd8,23e06584-9b34-4803-a234-843e0b814ed1,BTCUSDT,buy,117867.44,,4.281455627982658,100,0.0,2025-07-22 08:20:37.098132
79e3f0a8-e375-4727-a2c4-17cc37df666d,,BTCUSDT,long,117867.44,117659.46,4.281455627982658,100,-890.4571415078158,2025-07-22 08:24:33.230009
17c6a356-86a2-4236-9337-41412d2e89cb,6f3fe663-7bf5-4394-90ee-646e9c4ab5b0,BTCUSDT,buy,117670.54,,4.250782979634233,100,0.0,2025-07-22 08:24:47.185225
31b936ce-3b4a-4a50-98da-2affec784aac,,BTCUSDT,long,117670.54,117530.04,4.250782979634233,100,-597.2350086386098,2025-07-22 08:26:41.219954
c00146d2-8c8a-4c6e-b3ed-5db651623c26,d0ce2d66-3f35-40f5-97bc-977192f38f3e,BTCUSDT,buy,117531.58,,4.230401340585876,100,0.0,2025-07-22 08:26:59.313126
f8063b07-8235-4767-9f26-b1daf76081f4,,BTCUSDT,long,117531.58,117743.98,4.230401340585876,100,898.5372447404153,2025-07-22 08:31:02.420910
30a7d61c-a1ce-4b95-8510-84d35efa6a9d,44427621-9b1f-4871-a7b2-4cbbc0f75ce5,BTCUSDT,buy,117748.45,,4.260764704901662,100,0.0,2025-07-22 08:31:13.942067
d75f89f4-efa2-425d-9af9-776564d757c7,,BTCUSDT,long,117748.45,117962.89,4.260764704901662,100,913.6783833191224,2025-07-22 08:33:48.137814
1222c06d-1dfa-4be2-bb8a-3e40eead4006,c8c7f8a5-6297-4292-9369-0fe532b66767,BTCUSDT,buy,117970.48,,4.291470474083633,100,0.0,2025-07-22 08:34:06.224436
0989704a-55a1-4767-af73-1711ca9a12b8,,BTCUSDT,long,117970.48,118074.6,4.291470474083633,100,446.82790576163035,2025-07-22 08:38:48.139574
815a7184-a683-4d59-a4da-625c5226a075,25ab0efa-0c30-4d63-8d58-264630757be8,BTCUSDT,buy,118084.11,,4.306260776850348,100,0.0,2025-07-22 08:38:55.943555
458fdb17-b426-489a-831c-1efe20c5f9d2,,BTCUSDT,long,118084.11,118208.07,4.306260776850348,100,533.8040858983967,2025-07-22 08:43:39.315317
bcacb5a1-df32-4b84-9afd-19bceadfbc6c,4684d29a-0898-4477-a977-a73f81ab8d78,BTCUSDT,buy,118196.01,,4.324765207317691,100,0.0,2025-07-22 08:43:47.136318
37d965f7-3816-4791-8cbf-09fe42b5db46,,BTCUSDT,long,118196.01,118119.66,4.324765207317691,100,-330.19582357866796,2025-07-22 08:44:02.217308
609e8b3e-5438-436a-b461-6c4bc6521202,db79b2da-6662-40c4-9077-3719459101e3,BTCUSDT,buy,118116.23,,4.313708730577336,100,0.0,2025-07-22 08:44:38.759243
54987e67-4da7-4254-b742-47383a75d08a,,BTCUSDT,long,118116.23,118048.34,4.313708730577336,100,-292.8576857188928,2025-07-22 08:47:19.847851
613dd90d-7bc9-4aa8-a71f-07e4eda6b288,b6b2d1dd-400f-4e90-945b-57c7d92671c7,BTCUSDT,buy,118058.25,,4.303424149903002,100,0.0,2025-07-22 08:47:48.194326
0641fb0b-a654-49b8-b90d-c1bf39c089c0,,BTCUSDT,long,118058.25,118229.33,4.303424149903002,100,736.229803565413,2025-07-22 08:52:30.398546
d6aa2b05-3269-4582-9f3c-d951023ce8f1,9e312575-b005-41ec-801f-f0f35f2e0d42,BTCUSDT,buy,118240.68,,4.327917203817782,100,0.0,2025-07-22 08:52:38.222195
a68b40aa-fc6a-4fea-bcb5-3123691208f2,,BTCUSDT,long,118240.68,118274.23,4.327917203817782,100,145.2016221880992,2025-07-22 08:57:21.549249
c86a9ef7-d9a2-43bd-8b5a-4af4d74166c5,b573d679-0d14-49e3-b857-154b77f19c3f,BTCUSDT,buy,118269.86,,4.332987975753532,100,0.0,2025-07-22 08:57:35.503757
b98d576b-ff84-4ac5-a0fa-f00e2421d5b6,,BTCUSDT,long,118269.86,118208.43,4.332987975753532,100,-266.1754513505723,2025-07-22 09:01:14.239095
0387328c-3c53-4577-a159-01006b99e15d,bf4f03d7-c521-4f52-8979-fb7df3ee2490,BTCUSDT,buy,118200.29,,4.324278764606253,100,0.0,2025-07-22 09:01:22.052722
2ab44251-35b2-4e3a-8376-a79b7e1bc1a4,,BTCUSDT,long,118200.29,118168.62,4.324278764606253,100,-136.94990847507248,2025-07-22 09:06:03.848606
da03cb62-3135-4567-96a3-52f1f21ab835,1ea6da0a-47d5-4c54-93b4-2ca14192caf8,BTCUSDT,buy,118138.83,,4.320732264530853,100,0.0,2025-07-22 09:06:40.390548
0059bb06-d2ea-4566-aedc-43f3450a89b6,,BTCUSDT,long,118138.83,118052.59,4.320732264530853,100,-372.6199504931634,2025-07-22 09:08:14.247600
bfd90092-23a5-413c-8ac2-e93733826d2d,cb913e70-8da7-4240-bea1-f187106fc50d,BTCUSDT,buy,118061.6,,4.307777928830878,100,0.0,2025-07-22 09:08:48.737520
72782ec6-b8be-4489-9082-f28ea2b32265,,BTCUSDT,long,118061.6,118074.92,4.307777928830878,100,57.37960201199469,2025-07-22 09:13:30.357453
183a10a9-ffad-49e1-a24d-787a977e63cc,7a85022b-ef53-44fa-93d3-ac50edc7cf7a,BTCUSDT,buy,118067.71,,4.309984946201799,100,0.0,2025-07-22 09:13:38.171454
45ccd9e3-6686-4fd0-a4e6-088cf4c74162,,BTCUSDT,long,118067.71,117884.35,4.309984946201799,100,-790.2788397355644,2025-07-22 09:18:10.213692
abd87438-0b1e-4caa-80fa-46df3326dd23,f9b2ee29-14f1-480d-8159-212f574764f5,BTCUSDT,buy,117901.74,,4.28253780252812,100,0.0,2025-07-22 09:18:22.158277
e76e9a1a-03de-4979-b83e-a7957a73e79c,,BTCUSDT,long,117901.74,118038.56,4.28253780252812,100,585.9368221418649,2025-07-22 09:23:03.994086
cfc3476c-4819-4eb3-9214-9969f286ae2c,f1c82d36-07c9-42a4-be6a-f9496842dd8c,BTCUSDT,buy,118038.54,,4.3023943082026515,100,0.0,2025-07-22 09:23:15.927315
34a315e7-613a-4dc2-8a0d-c930a1404021,,BTCUSDT,long,118038.54,118256.61,4.3023943082026515,100,938.2231267897822,2025-07-22 09:27:27.230790
de3669d9-ad30-4035-a806-304969949050,c998a84a-3105-4051-8e65-50d893a7589a,BTCUSDT,buy,118262.37,,4.33391837385383,100,0.0,2025-07-22 09:27:35.044917
30296598-8449-4b14-bc8d-d897d01929c8,,BTCUSDT,long,118262.37,118359.72,4.33391837385383,100,421.90695369469563,2025-07-22 09:32:16.898968
bfd211e8-b55b-4ec3-ab2a-3ebce6ffcc9f,6f262fa1-0c08-4a4d-8a9f-1d843a287df6,BTCUSDT,buy,118350.77,,4.348505658619486,100,0.0,2025-07-22 09:32:30.880296
8fa7f8fa-88e7-4976-91c4-5ac8dcfb8674,,BTCUSDT,long,118350.77,118460.43,4.348505658619486,100,476.8571305241648,2025-07-22 09:37:12.945278
b5b477db-f700-4e6c-bd90-efd42403ab0d,629e320a-be4c-4c55-8243-1ab8eec6fcd0,BTCUSDT,buy,118451.13,,4.364950158766693,100,0.0,2025-07-22 09:37:24.867779
659272e5-b1df-4cc2-8c40-14b70e5d98b6,,BTCUSDT,long,118451.13,118513.6,4.364950158766693,100,272.67843641816035,2025-07-22 09:42:06.986805
e0cef141-a92a-4c63-affd-5e28b09924b1,1c4124c4-1254-4af0-aeb4-b5c329afced6,BTCUSDT,buy,118502.0,,4.374581617877209,100,0.0,2025-07-22 09:42:27.221934
41bb346f-9a49-4c9a-b7e0-44a33295fe35,,BTCUSDT,long,118502.0,118623.79,4.374581617877209,100,532.7802952412372,2025-07-22 09:47:09.507324
9b9766f4-1e66-4ce7-9939-e47caf14b60b,632d8c03-38c6-4e03-96e4-1772778115bc,BTCUSDT,buy,118615.98,,4.392836212775809,100,0.0,2025-07-22 09:47:31.687241
7076dd8a-9c61-491d-84f9-6d04cf15b033,,BTCUSDT,long,118615.98,118490.61,4.392836212775809,100,-550.7298759956827,2025-07-22 09:48:46.239010
32c9097b-bcb0-43eb-9115-032c3787c685,374a4b43-19fd-4701-983e-fe430b8078d7,BTCUSDT,buy,118462.33,,4.375288946097149,100,0.0,2025-07-22 09:49:06.359878
e00ea8bc-4c20-447e-84c6-2962fd9e771a,,BTCUSDT,long,118462.33,118440.02,4.375288946097149,100,-97.61269638741722,2025-07-22 09:53:48.465989
ebb50820-821f-4637-98ab-5dded39d5407,6299ad4c-de0a-4d16-a316-784d21bef5e5,BTCUSDT,buy,118380.53,,4.374189400030357,100,0.0,2025-07-22 09:54:07.390407
4030d9fb-7b5d-4d11-a02b-888f708992f2,,BTCUSDT,long,118380.53,118429.88,4.374189400030357,100,215.86624689152356,2025-07-22 09:58:49.424364
60938ee7-4e12-411d-95fa-68e16e298e70,fbbf6de2-472a-406b-a25b-ebeac11f736b,BTCUSDT,buy,118417.51,,4.38193803205652,100,0.0,2025-07-22 09:59:05.427153
e5ab6549-61d3-4a53-b0fb-d2dc0c748231,,BTCUSDT,long,118417.51,118434.13,4.38193803205652,100,72.82781009282272,2025-07-22 10:03:47.352575
89579a7a-1ece-4ba6-b06a-72dfe24b1ce3,72be8fd7-c131-452a-98e3-08246a2c6ac0,BTCUSDT,buy,118455.99,,4.383588620388866,100,0.0,2025-07-22 10:04:40.119747
1781c296-fc97-4eef-94a5-163e7f9f65bd,,BTCUSDT,long,118455.99,118421.15,4.383588620388866,100,-152.72422753439656,2025-07-22 10:09:22.172536
d311146c-b189-4e94-941c-fa6d7c20ebfa,3ddc68c7-748d-4c14-aa64-093d8b3c117a,BTCUSDT,buy,118428.87,,4.378144523740077,100,0.0,2025-07-22 10:09:32.042502
ef0f95a7-87bb-414b-92e2-7af77d019dea,,BTCUSDT,long,118428.87,118360.0,4.378144523740077,100,-301.5228133499587,2025-07-22 10:10:35.258890
52a93aae-f7cd-4267-8ebe-27fee355c867,a73d8250-5abe-437e-8ea2-73c0548e1a3c,BTCUSDT,buy,118350.0,,4.368323570565911,100,0.0,2025-07-22 10:10:43.062528
c624f1d4-f742-4fe6-8bb2-32812a9bd5f6,,BTCUSDT,long,118350.0,118404.42,4.368323570565911,100,237.72416871018925,2025-07-22 10:15:24.903428
4650f8cf-1e0d-409b-b580-4b4ff6b780c7,6ed12818-18b8-45ca-9916-a40ba2001291,BTCUSDT,buy,118404.41,,4.37635486228956,100,0.0,2025-07-22 10:15:34.800527
0feaf624-a4a9-40de-b147-c4708491b084,,BTCUSDT,long,118404.41,118477.88,4.37635486228956,100,321.53079173241906,2025-07-22 10:20:18.127016
ffbb261c-0eaa-48fb-8bdf-2aa1b1c6d6d0,2931921b-fa50-428d-ad17-cf4e81d4612b,BTCUSDT,buy,118505.21,,4.38619845809892,100,0.0,2025-07-22 10:21:21.124792
f9d704fc-08a8-47c8-8538-949b58310135,,BTCUSDT,long,118505.21,118400.0,4.38619845809892,100,-461.47193977661544,2025-07-22 10:23:04.216247
2e97ae44-23ad-4267-b890-c494f73d8dac,c770450b-b091-41c3-b140-8613c0ea9cf9,BTCUSDT,buy,118407.45,,4.370333198458422,100,0.0,2025-07-22 10:23:12.099502
bcaa93dd-3dc7-4e7f-9a18-85cdfe141ddb,,BTCUSDT,long,118407.45,118479.33,4.370333198458422,100,314.1395503052117,2025-07-22 10:27:53.814199
e5ca7ba2-b8f3-48e0-b769-757f6801875c,786eb3e2-7f3e-44be-8e78-caa5a5bd90db,BTCUSDT,buy,118482.73,,4.380813198947489,100,0.0,2025-07-22 10:28:05.726549
462b149b-ff7d-40c1-bdaa-4ca10867a12f,,BTCUSDT,long,118482.73,118628.29,4.380813198947489,100,637.6711692387863,2025-07-22 10:32:48.958504
edd1fb18-587f-4575-8bf2-9151d9b41aa3,96a137b1-c893-48ae-8695-fd68596f3d2a,BTCUSDT,buy,118640.64,,4.4018564235453015,100,0.0,2025-07-22 10:33:13.136242
dc50e870-76aa-40fc-995e-fb92acfb8c54,,BTCUSDT,long,118640.64,118649.76,4.4018564235453015,100,40.144930582712654,2025-07-22 10:37:55.343036
a0f17247-9137-4cd7-84d6-eb597205a8ed,86658db9-3c5c-4ea0-81ec-2905f01521d6,BTCUSDT,buy,118659.99,,4.402830203596335,100,0.0,2025-07-22 10:38:09.333461
dcc5591e-bd9d-4e24-9917-66c20500daa1,,BTCUSDT,long,118659.99,118717.97,4.402830203596335,100,255.27609520449758,2025-07-22 10:42:52.711680
672b0aab-43d8-4f56-9373-1c1f342407ca,44b3e03d-6c21-413a-a1d3-ceda2bfe8404,BTCUSDT,buy,118717.08,,4.411464368955686,100,0.0,2025-07-22 10:43:18.992708
3c79d892-1d1a-4db8-acbf-22b17560e286,,BTCUSDT,long,118717.08,118779.1,4.411464368955686,100,273.59902016264965,2025-07-22 10:48:02.272105
edefd74a-a0d0-42f1-9e14-52c84fb4c9ff,b679c216-c513-458a-a46b-3e8d64cb2477,BTCUSDT,buy,118775.41,,4.420815415474254,100,0.0,2025-07-22 10:48:28.557594
1fa29b0f-6d59-41b1-9368-465565de248d,,BTCUSDT,long,118775.41,118707.08,4.420815415474254,100,-302.0743173393635,2025-07-22 10:49:04.213239
e656c346-5bd4-46f6-b504-86fbf15a653c,40e45ba2-bf27-4572-8eaa-d029893ba787,BTCUSDT,buy,118716.54,,4.410285137358098,100,0.0,2025-07-22 10:50:03.231099
b429d4ad-6872-4a73-a80b-db3f1f989ac9,,BTCUSDT,long,118716.54,118754.0,4.410285137358098,100,165.2092812454626,2025-07-22 10:54:45.229462
59ce2496-ffca-4940-9935-41fd7ce6d2a9,00ff5adf-4379-45ac-8844-f4ddaf15beda,BTCUSDT,buy,118756.46,,4.415758421283402,100,0.0,2025-07-22 10:55:15.465226
238b1151-aa77-4a38-8ac0-e23bae8bb644,,BTCUSDT,long,118756.46,118949.99,4.415758421283402,100,854.5817272709717,2025-07-22 10:59:58.820352
1add1d09-f39c-4dff-9b36-aaab48819511,52d5d0fa-6d71-4f31-b12f-c61fab9732f5,BTCUSDT,buy,118939.99,,4.4448696099870215,100,0.0,2025-07-22 11:00:12.783932
3af23c87-a55e-4aa9-972e-cb85305a0427,,BTCUSDT,long,118939.99,118978.93,4.4448696099870215,100,173.08322261284027,2025-07-22 11:04:54.317920
f4923e16-5e79-4830-8ee0-59e9a4085e0b,b5b027ad-0b40-41c9-8dbf-7a58c5dce1ec,BTCUSDT,buy,118977.64,,4.450736819760625,100,0.0,2025-07-22 11:05:20.613466
326b75be-14e9-47f9-a78d-730bf80ed8df,,BTCUSDT,long,118977.64,119050.37,4.450736819760625,100,323.7020889011721,2025-07-22 11:10:03.911958
8c0462ed-3994-4814-a692-39578d70c685,2223eeca-2d07-4f57-9b60-622965d7861e,BTCUSDT,buy,119046.3,,4.461765493935808,100,0.0,2025-07-22 11:10:11.714985
ee95d43a-c3d8-4d69-acc7-6a7301562d10,,BTCUSDT,long,119046.3,118920.0,4.461765493935808,100,-563.5209818841055,2025-07-22 11:10:46.219470
c2e8e188-f18a-45f7-b711-ef4c0a07ebe2,efa6df53-2b8a-4b3d-894f-3bb8f49d3753,BTCUSDT,buy,118909.23,,4.443213269578062,100,0.0,2025-07-22 11:11:51.525365
6fcdc747-55d1-4380-9112-2d76c93c77c1,,BTCUSDT,long,118909.23,118830.85,4.443213269578062,100,-348.25905606948453,2025-07-22 11:12:34.287191
82439261-797a-40c0-9498-6842926c1db6,17e254b7-1b99-4915-82b2-4a598146f5c3,BTCUSDT,buy,118819.23,,4.431923799968763,100,0.0,2025-07-22 11:12:42.112115
63571cac-c718-4a22-a490-5920272c2eb0,,BTCUSDT,long,118819.23,118976.76,4.431923799968763,100,698.160956209074,2025-07-22 11:17:24.452927
443f7f88-03fb-4954-a902-ec358d00bcd5,bf82cd26-c6a7-4ab2-9435-f7563d047448,BTCUSDT,buy,118945.9,,4.456551912356859,100,0.0,2025-07-22 11:18:19.231098
