efficiency,spike,volz,volz_fade,tp,trailing,timeout,Total PnL,Total PnL %,Avg Daily %,Win Rate,Sharpe Ratio,Max Drawdown,Final Balance,Risk-Adj Score,score
0.5595727047955595,1.8515661784471757,0.6398469962191022,0.7531624465987781,0.001381947597876769,0.0006469523231917948,191.8583023912278,353179.3345184872,353.179334518485,5.166456220712012,0.4485644607028046,157.66029003769378,-0.18032322220952093,453179.334518485,1958579.552935067,1958579.552935067
0.48707766418621223,1.9099195470280752,0.8127166108669048,-0.8229906815111909,0.0019385721590490642,0.0006004332301637658,238.43003156120207,516809.5734647979,516.8095734647964,6.252769868375574,0.438003696857671,234.49234731141823,-0.16237786865221254,616809.5734647963,3182739.095021746,3182739.095021746
0.427636576708757,1.3116747525592747,0.017500184291978416,2.5209215360574966,0.0016848260559805734,0.0006126252580947905,171.99003896868905,312357.6795411437,312.35767954114414,4.836040048129209,0.4416775884665793,138.42433882603362,-0.19152592307382266,412357.67954114417,1630881.3117660107,1630881.3117660107
0.5221768476481997,1.9468680879452647,1.2374432019704167,3.08712257271357,0.0011799958571154369,0.0006141920070766941,163.41207425970285,193507.6378885755,193.5076378885772,3.6545675818760337,0.4488599990151179,109.82342611430336,-0.19425865034674888,293507.6378885772,996128.8283139033,996128.8283139033
0.7135609817681959,1.5752545518729968,0.5709095757953148,0.4474851340169066,0.0023448028596150788,0.0005019995839508845,284.34164684878294,2839075.1162573216,2839.07511625732,11.92922831643337,0.42318622049527344,339.9294143082569,-0.12384588494760942,2939075.11625732,22924073.68548936,22924073.68548936
0.5727068576993279,1.9792446758892726,1.0621820641899014,1.621727160603741,0.0020023342745971087,0.0006767137485894842,163.19676886954173,247919.210462798,247.9192104627991,4.243881914320902,0.455512001288729,127.66041249776383,-0.1919282593841091,347919.2104627991,1291721.8107252521,1291721.8107252521
0.7424698816356134,1.005823591647616,0.6907397872242227,2.3889317262529346,0.0010493322817779905,0.0007313559638655687,154.99056736179193,127775.57250644818,127.77557250644875,2.7821995156129375,0.46232893157262905,82.35035165846453,-0.22033668419691813,227775.57250644875,579907.9398159318,579907.9398159318
0.45758343487410685,1.1305575392043645,0.5905231236798856,2.5306346970083062,0.0014226603276385017,0.0006015301424900131,255.68834966700086,540125.4096468013,540.1254096468023,6.384438328578157,0.42818713450292395,192.616945473744,-0.14546700350779104,640125.4096468022,3713018.647553467,3713018.647553467
0.4606783347848498,1.33539836271328,0.5639590679577965,-0.8601061951772174,0.00136165397825665,0.0006340698825353435,83.75755594640813,102240.97132277882,102.24097132277923,2.375543471405339,0.47501617076326,72.5501341079435,-0.18360384107560712,202240.97132277922,556853.3526884334,556853.3526884334
0.5949317269773523,1.2841641269111146,0.5964895529742991,1.2836395468170219,0.0015544715008367076,0.0006266530920060194,63.631291707813496,86640.33203450046,86.64033203449996,2.1019326428070473,0.46770127619347723,48.101007262157815,-0.30624285918273086,186640.33203449997,282912.8795128054,282912.8795128054
0.7139693453187494,1.6584950346358862,0.22171306152068948,0.1278715674650185,0.0024952812948933955,0.0005045098489203801,298.536141514362,2187954.2802696615,2187.95428026965,10.998621782204365,0.4147443519619501,318.75383777406404,-0.14611186643003948,2287954.2802696503,14974412.135821585,14974412.135821585
0.7152566659711788,1.6557567520209526,0.15715390080675312,0.12821555556504668,0.002496815282531677,0.0005090365504990891,294.3549128369813,2096057.7003695895,2096.0577003695926,10.847083469177733,0.41689405623442877,314.5023853989099,-0.12681515346490205,2196057.7003695928,16528317.908252118,16528317.908252118
